PERIODO,ID,BAJA,IMPAGO,REINSTALACION,COST_X
202102,90FALOZ0V,1,0,0,33.6
202012,FA004FAVFALO,0,3,3,60.1
202011,L49FALO4L0,2,0,0,98.1
202101,FA0ZLO90VFA,0,3,3,61.3
202011,LVL0V9LO0,0,1,1,0.7
202102,L8000L08,0,3,0,69.6
202011,9L9VFA9L,0,2,0,1.7
202102,L84L980Z,0,2,2,93.4
202102,L8VLO049V,0,3,0,51.4
202012,LZ0V9LO0V,0,3,0,35.9
202012,L8VFA0VZL,0,3,0,16.3
202101,900940FA4,0,3,0,71.5
202101,Z0V98LZLO,1,0,0,14.6
202012,L0480Z0L,0,1,0,57.4
202011,LVLO0L094,0,0,3,64.8
202012,80L800LO0,0,3,0,95.8
202101,FA00L4LV4,0,2,0,22.3
202101,9000440LO,0,3,0,97.9
202012,LL8LOLLOVV,2,0,0,31.5
202012,LFAVLO8VFA0,0,3,0,5
202102,LLZZ44L0,2,0,0,60.4
202011,V000Z944,0,1,0,75.2
202102,LFAFAZLO4FAL,1,0,0,55
202012,LO0LOVLO00FA,0,1,0,23.3
202011,L9000ZFA0,0,3,0,33.5
202012,L4808Z,0,1,0,14.6
202102,FA00FALOZ90,0,2,0,90.1
202012,ZZLOV9LOL0,0,2,0,97.3
202012,LVFAFA8Z00,0,1,1,96.3
202102,FA0FA8FALO4L,0,3,3,11.4
202101,LZ9VVFAFA9,0,2,0,47.2
202012,LFA09FAFAV4,0,3,0,85.6
202101,LFALOZ0Z8FA,0,1,0,50.3
202101,V08L8FAFAV,0,3,3,56.1
202011,L0ZLO48,0,2,2,1.5
202011,L0LO8409FA,0,2,0,66.4
202102,9004VV4LO,3,0,0,98.2
202101,FA0440Z0LO,0,2,0,67.5
202011,L8VZ800V,0,1,1,6
202012,LFA9VZ40LO,0,2,0,19.9
202012,LL8VVLZLO,0,1,0,64.7
202012,LFAV0LOFA80,0,3,0,12
202102,LZMLZ4FA0,0,1,0,11.2
202102,LZMZ9FA8FA,0,3,3,56.1
202012,LO0ZZZFAVFA,0,1,1,18.9
202101,L9488900,0,3,0,9.7
202101,FA00VV48V,0,2,0,84.1
202102,L98L0LO84,0,1,0,42.5
202011,L94V4FA0L,0,1,0,44.1
202011,LFA9Z0ZZLO,2,0,0,71.5
202011,L9ZMZ98LO,0,3,0,43.9
202011,LZ0L89VZ,0,1,0,47.7
202102,LZMLO4LOLFA,0,2,0,96.2
202102,FA0ZV9ZL8,0,1,0,0.3
202011,V8000Z8,0,3,0,99.1
202012,LLO4LVVZM,0,3,0,45.3
202102,L9VZ0LFA0,2,0,0,21.6
202102,90L4L0VFA,3,0,0,65.1
202011,LLV0FALV4,0,1,0,30.8
202011,L0Z88FALL,3,0,0,24.7
202011,L40LOFALLOL,0,3,0,47.6
202101,LLOZZL04V,0,3,0,93.2
202101,L8L0Z480,0,2,2,86.1
202102,FA0L49840,0,1,0,62.8
202102,FA04089FAV,0,2,2,92.2
202102,LVLOLZV44,3,0,0,2.8
202011,LLOVL804L,0,3,3,58.4
202102,FA0LLLO9LO4,0,2,2,60.4
202011,L90ZFAFA44,0,3,0,47.2
202101,LVZLO0V9L,3,0,0,75.8
202012,LVLO0ZLOZ4,0,1,1,13.9
202101,L088LOL,3,0,0,74.1
202101,90LZLZ00,0,33,4,42.5
202012,V09LLOFAFAL,0,2,0,63.8
202102,L84Z909L,0,3,0,60.9
202012,LVZ0LO0LO0,0,1,1,78.4
202101,FA0V04984,0,1,0,86.6
202012,V089LOFA4FA,0,3,0,82.8
202011,L9489LO80,0,3,0,5.5
202012,94FA8809,0,1,0,87.5
202102,LLFA4FA904,0,2,2,77.5
202101,FA0VV,0,1,0,47.5
202011,LLOZ9V4FAV,0,3,0,51.5
202102,LLOFAZ80V8,0,3,0,41.9
202011,LLO89ZLOFA8,3,0,0,60.1
202012,L0009LOFA8,3,0,0,89.1
202102,LVLO88L4Z,0,3,0,66.6
202011,LZLO89LO90,0,3,3,10.4
202102,L8LO8FAZ88,0,1,1,41.5
202011,Z000VLOZZ,1,0,0,72.3
202011,L9LOLZLO0V,0,3,0,43.5
202012,V008Z009,0,1,1,80.3
202102,LLOV00ZM4,1,0,0,72
202102,VLFA809LO,2,0,0,13.3
202101,ZZLOZ9FA89,0,1,0,21.8
202102,L494FA04Z,2,0,0,37.9
202102,LO0900V9LO,3,0,0,36
202012,8LO40FALO0,3,0,0,73.2
202102,L9LOLZ094,0,3,0,73.2
202101,LVL8L000,0,2,0,4.9
202101,LFA009FAL9,0,3,0,24.6
202102,LFAFAZM0Z0,0,2,2,27.2
202012,L9ZFAV0FA0,0,2,0,82.2
202101,L9FALO089V,0,3,3,36.3
202011,L08ZMLFA0,0,1,0,28.5
202102,L8ZZLO4ZL,0,1,0,84.7
202012,L80LLOFAV0,0,3,0,56.3
202101,LZLO8VLO0L,0,3,0,59
202012,LVZ40V40,0,2,2,84.6
202101,L9LZLZ8FA,0,2,0,68.6
202101,80LLOVFAZLO,0,1,0,49.8
202011,LZ4L00V9,2,0,0,75.2
202102,L40ZM4LZ,0,1,0,45.7
202102,L9LOFA9848,0,2,2,52.4
202011,V0Z88V0FA,0,3,0,40.6
202102,LLOVLOL4LLO,0,2,0,92.4
202101,Z084FA9FA8,0,3,3,9.8
202011,L8440FALOV,0,3,0,51.1
202102,V0LO0FA408,0,3,0,58.8
202101,L9LOLLO0VZ,0,3,3,65.6
202012,L4LFA98L0,0,2,0,40.4
202101,LVZ08408,1,0,0,11.3
202101,LZ9ZLOZ9L,0,2,0,7.1
202011,LFA9FA09V8,0,3,0,41
202102,9ZZMFAL4,2,0,0,47
202101,Z0FA0V00V,0,3,0,55
202102,LLOZ8000Z,0,1,0,61.9
202011,LLO90LOFAZM,0,1,0,62.1
202102,L9FA94FA04,0,3,0,83.8
202101,LO0ZMZL9FA,2,0,0,66.2
202101,L9Z80Z04,0,2,2,61.4
202102,9000FAZ9FA,3,0,0,32.4
202101,L9LO0LVL0,0,1,0,99.3
202012,LV88FAVZV,0,1,1,73.5
202101,FA0FAZ0VFA0,0,1,0,16.5
202011,V0VV0L08,1,0,0,32.9
202012,L4FA0LO090,0,2,0,3.9
202012,LLOVLZFA0LO,0,3,0,22.7
202011,LLO008LO98,3,0,0,20.6
202102,FA0FALO00V4,0,2,0,33
202102,L0LOFAZ4,0,3,0,87.3
202101,L9V0FALFA0,0,1,0,76.3
202102,LLO908LO4V,2,0,0,59.8
202101,L80FA00FAV,3,0,0,46.4
202012,800FA0L89,0,1,0,45.4
202011,LVFA4Z9VZ,2,0,0,47
202012,L88ZFAFA0V,0,3,0,69.1
202011,Z08LO94VZ,1,0,0,77.3
202102,LVV400,0,1,0,33.5
202101,LV0V00FAFA,0,1,0,7
202102,FA0ZLOZZ9V,0,1,0,62.8
202102,LLLOV880LO,0,3,0,68.6
202102,LV00L9LL,2,0,0,20.3
202101,980Z4V4,2,0,0,50.6
202102,L8VZ98V4,0,1,0,90.2
202012,L9Z9LOV8Z,0,3,0,14.7
202102,L8VFA09V0,0,3,0,92.5
202011,L08LO8L,0,1,0,65.1
202012,L0L004FAL,2,0,0,77.7
202101,90094L8V,2,0,0,50.1
202102,9000V0FA4,3,0,0,70.5
202012,L8LLO8FA8FA,0,2,0,92.1
202101,94Z40ZZ,3,0,0,75.9
202101,L0LOFA4Z00,0,1,0,65.4
202011,LVFA0FA9,0,2,0,14.7
202102,900V9LFAL,2,0,0,72.6
202101,LZ9VLZ8V,0,3,3,95
202101,ZZLLO9040,0,2,0,52.9
202011,L8VV0L0L,0,2,0,16.8
202102,LZ8808V9,0,1,1,8.8
202102,LLOZFAZL9L,0,3,0,90.7
202011,L9094888,0,3,0,66.7
202102,L90LO008LO,0,3,0,73
202012,L0V44000,0,1,0,93.2
202012,L4V0LO048,0,1,0,50.1
202011,LL0L90L8,0,3,0,48
202101,L8FALO0ZMFA,0,3,0,93
202011,L04LO4988,3,0,0,66.7
202012,L4840V8L,0,1,0,78.1
202012,L8VZM8LO0,0,3,0,51.2
202101,ZZZZ09LOV,0,3,0,33.4
202012,L9ZZLOLVFA,0,3,0,23.9
202012,L8L0884L,0,1,0,16
202102,LFAL84LO9FA,3,0,0,88.4
202011,LLO0FAZLO80,3,0,0,99.5
202011,LLOZ8V90V,3,0,0,57.3
202101,L8VFA4LO8L,0,3,0,41.8
202012,LL00L8Z0,3,0,0,50.8
202012,LLOFA04LO,0,1,1,44.7
202101,FA0FA8ZL00,0,1,1,81.5
202011,LO0ZVL08FA,2,0,0,17
202011,LZ0ZM094,0,3,0,42
202101,L840LO90V,0,1,1,90.1
202012,LLO980LO0LO,0,3,3,24.4
202011,L9LO00090,0,1,1,53.5
202102,LV4Z9FALOFA,0,3,0,64.6
202101,L88LO0FA9L,0,3,3,49.4
202012,FA0FAL4LO4L,0,3,0,90.6
202012,LV9FA0009,0,3,0,15.4
202101,L400LOVFA4,0,2,0,74.1
202012,LFA09V8FALO,0,3,0,83.4
202011,L8L940L8,0,2,0,19.3
202012,900FA4009,0,3,0,58.6
202011,LV0LZVL9,0,3,0,63.3
202102,FA0FAZ8L0Z,0,1,0,90
202012,L0V0LO004,0,1,1,60.1
202101,LL490VZLO,0,3,0,68.3
202101,900LO8V0,0,3,3,75.3
202011,LVLOFAZ8VL,0,1,0,28.7
202012,V9FA98VFA,3,0,0,2
202102,LFA808900,0,2,0,22.9
202102,LFA8LOFA0LOL,3,0,0,7.4
202012,VFALOVFALO9,0,3,0,37.7
202011,LLO888ZZV,0,1,0,75.4
202101,80LV04FAFA,0,2,0,70.4
202011,LVZ0ZLOFALO,0,2,0,41.1
202012,L80LO884LO,0,3,0,4.4
202011,V9L0V94,3,0,0,87.5
202012,LZM840V0,2,0,0,96.9
202012,LVZ408V8,0,1,1,14.5
202101,FA0L40ZVZ,0,2,0,17.9
202101,L894VLLO0,0,3,0,10.4
202011,V09VV4ZM,0,3,0,18.8
202011,LV0LL000,0,1,0,31.2
202102,LLOFALOVL,0,1,0,49.7
202101,L9ZLOZ980,0,3,0,75.7
202012,V080Z8LO8,3,0,0,81.4
202102,ZVLOVFA4Z0,0,1,0,84.5
202101,LVZ0FALLOV,2,0,0,29.2
202102,L9L00090,0,3,0,8.2
202011,9FAZ8V0V,3,0,0,68.2
202012,VFA8FA8VZ,3,0,0,80.5
202102,FA0Z98008,0,1,0,43.4
202102,V0LO80088,3,0,0,44.1
202012,L9Z88LOZFA,0,2,0,80.9
202012,LLOVLFALO80,1,0,0,44.2
202012,LV8FA8VZ8,0,3,0,49.2
202101,LV4LLOLLFA,0,3,0,98.8
202011,L0ZMLOV04,0,2,0,92
202101,94Z4988,0,3,3,44
202012,L84LOLFA44,0,2,0,17.9
202102,80LVLO9Z0,0,1,1,67.6
202011,LLO80V08V,0,3,0,97.4
202101,L040FAFA4LO,0,1,0,56.8
202101,L8LO80VZ9,0,3,0,75.9
202011,LZ9ZLO808,0,3,3,81.8
202012,LO00LLV90,1,0,0,29.5
202011,L949LLO8LO,0,33,0,62.6
202011,L8ZZLO004,0,1,0,86.9
202012,9FA89VLL,0,1,0,6.8
202101,LVLO489Z9,2,0,0,30.2
202011,FAL8LOVL,0,1,0,28.8
202012,L908VLFA4,0,3,0,63.6
202012,FA0084LFALO,0,2,2,62.7
202101,FA00VZ0VLO,0,2,2,26.5
202101,L0L4V0L4,1,0,0,16.9
202011,L84LZL8L,0,1,0,28.9
202011,L800L4V4,0,2,0,92.2
202012,LVVFAZML4,0,33,0,13.3
202101,LLO940Z0Z,0,3,0,61.1
202101,80LFALFAFAV,0,1,1,35.3
202101,LO0LOVVLLOZ,2,0,0,46.4
202011,800FA8LZ0,2,0,0,57
202101,LZLLZMFA8,0,3,0,3.2
202101,90004L,2,0,0,42.4
202011,LV9L0ZL0,0,3,0,80.2
202102,800ZVLFAL,1,0,0,56.3
202011,LZ0ZZ80FA,0,3,0,14.2
202012,LL4900FAL,0,3,0,7.3
202011,L9LOL09VL,0,3,3,19.3
202011,LV800ZMV,0,1,0,57.8
202011,L9ZMV04FA,0,3,0,63.6
202101,LV900LOLZ,0,3,0,27.7
202011,LZLFA9088,0,1,0,31.3
202011,LV8894LOZ,0,2,0,73
202101,L9VZ00V9,0,2,2,97.6
202011,L9ZMFA0Z0,0,3,0,64.3
202012,V0V40LV9,0,3,0,66.4
202102,LZM8LO984,0,3,0,8.4
202011,LV0L8FAFA9,2,0,0,72.2
202102,Z0LOZ8Z9FA,0,1,1,63.1
202102,L9V0L0V9,0,1,0,91.3
202102,900VL044,3,0,0,67.4
202012,LVLLO4V4V,0,2,0,96.6
202011,L4ZL4009,0,3,0,14.6
202102,FA008080V,0,3,0,78.7
202101,LFAZM49VZ,1,0,0,40
202102,LLOLLO909Z,0,1,0,68.4
202102,FA00984V8,0,1,1,36.4
202012,Z09098LV,3,0,0,21.5
202101,LO0V9FAL98,3,0,0,9.4
202102,90004LO0Z,3,0,0,36.7
202011,L94LO0V09,0,2,0,7.2
202011,L94ZLFA4V,0,1,1,6.1
202101,FA0049LOFA8,0,2,0,55.3
202011,LLO0Z4Z94,0,3,0,3.6
202102,LLOFA0ZLLL,3,0,0,26.2
202011,L0080VLOZ,2,2,2,49.5
202011,L9FAFA9VZ8,0,1,0,34.3
202011,LV40LLOZV,0,2,0,87.7
202011,L8Z0L404,0,1,1,3.3
202102,L8FA4Z90Z,1,0,0,64.4
202102,FA00400ZFA,0,1,0,82.7
202102,LO0LO0LLO09,0,1,0,70.8
202101,L04Z0ZVLO,1,0,0,82.1
202101,L9VV00Z4,0,1,1,78.9
202102,LVL0FALOZ8,1,0,0,20.3
202101,LL940VFA9,0,3,0,88.3
202011,L9ZZ08LO0,0,3,0,30
202011,L8LL8440,0,2,2,86.4
202102,9000444V,3,0,0,90
202102,FA044FAZFA0,0,3,0,96.8
202101,L9LO0V440,0,3,0,93.3
202012,FA0L8L90Z,0,1,0,35.4
202012,LVLO4ZLZL,0,3,0,84.3
202102,9008LO09L,0,3,3,18.9
202011,L0L8LOV,0,3,3,92.8
202012,LVLOFAZ4,0,1,0,99.7
202101,L90844,0,2,0,85.6
202101,Z00Z9Z0LO,3,0,0,2
202102,L8FAZ0V,0,3,0,21.9
202101,L4VLVZ0Z,0,1,1,9.4
202012,L0400909,0,3,0,53.2
202011,LLOVV0ZLZ,0,3,3,69.3
202011,LLO89LO449,0,2,0,40.5
202011,L98L9LO4LO,0,1,0,15.6
202102,FA0809VLOV,0,3,0,25.4
202011,V8894LL,3,0,0,87.6
202101,FA0LOFAVZ4FA,0,3,3,30.4
202102,L8L889L0,3,0,0,39
202012,L40LZL00,0,3,0,92.5
202101,L8898LO88,0,2,2,82.9
202101,LLFA00VFA9,2,0,0,84.1
202012,9004ZMV9,0,2,2,90.5
202101,80LL04VLO,1,0,0,70.5
202102,LLOL9489FA,3,0,0,52.6
202101,L00944Z4,0,1,0,70.5
202102,404Z00FA,1,0,0,95.5
202102,LVZ0FA000,3,0,0,81.6
202101,9V8FAV00,3,0,0,96.4
202102,LLOVFA00LFA,0,3,3,62.3
202012,LV8ZM80L,0,1,0,24.9
202101,V0ZMLZ40,0,3,0,21.1
202101,LLOLZFA0LO0,0,3,0,97.6
202101,V0FAFA00,0,1,0,45.9
202011,L4FAFA0Z,0,2,0,90.8
202101,900L4048,2,0,0,54.4
202101,LLOV40LV0,3,0,0,64.7
202101,FA0LLOV09L,0,3,0,57.7
202102,L80FA4VL0,0,3,0,54.4
202011,LV9Z4FA9FA,0,3,0,2.5
202102,LLO9008V0,0,1,0,33.7
202101,LV08VL,0,3,0,51.3
202011,Z0Z0V40LO,0,1,1,5.9
202101,900VL448,3,0,0,71.8
202011,LVV49LOVL,0,3,0,93
202011,LZLOVLOZFAL,0,2,0,43.9
202102,LV0LO8V49,0,3,0,61.5
202012,LFA8880VL,0,0,1,86.2
202102,9008Z8VV,3,0,0,70.6
202011,LO0LOFA04ZZ,0,1,0,28.5
202102,L4VZ0FA4Z,2,0,0,16.4
202012,LZ9L8L8L,3,0,0,65
202012,LZFAZZLV0,3,0,0,27.4
202101,L9FAVZVLFA,3,0,0,88.3
202102,L40FA0090,2,0,0,7.9
202101,FA0V9Z0,0,2,0,99.7
202101,L9LVLOZ0Z,0,3,0,13.5
202102,L8089V0Z,0,2,0,90.1
202101,800VV408,3,0,0,47
202102,L808V0VLO,0,3,3,82.6
202012,L8090Z0L,0,3,0,69.4
202102,L9LOZLLOFAZ,0,3,3,54.2
202012,LLVZ4080,0,3,0,43.4
202101,V008VLVFA,0,1,0,10
202012,LL400889,3,0,0,70.2
202102,L8FA8L4Z9,0,3,0,77.4
202102,LO0ZZ09LL,0,1,1,28.8
202011,LFA09V09LO,1,0,0,87.5
202012,L80ZLO08Z,0,1,0,71.4
202012,LFAZV8LO,0,2,0,95.9
202011,LV04LO0VV,0,1,1,88.2
202101,L4VL80,1,0,0,31.1
202102,900V04L,2,0,0,99.4
202101,L09LOVLO4V,0,3,3,92.6
202011,LO0ZVZ00Z,0,3,0,21.3
202011,L9L84LOFAZ,0,3,3,40
202011,L9V04004,0,3,0,40.1
202011,L9848LZL,0,1,1,8.6
202011,LV4Z0LO9LO,0,3,0,52.4
202011,80LO9LO40,1,0,0,31.6
202101,9VV9FA00,3,0,0,7.9
202101,LVL0L800,0,3,0,48.5
202102,LVLOZ0840,3,0,0,32.2
202102,9Z4VVFAFA,2,0,0,94.5
202102,L444L00V,0,3,3,71.5
202102,9ZL0V9Z,0,2,0,94.3
202101,LO0ZV4LZ9,1,0,0,15
202011,L8LO8V800,0,3,0,21.3
202011,L8LLO08L0,0,3,0,34.7
202102,L98LLOVVL,0,1,1,68.5
202101,LLO8FA0FA0Z,0,1,0,64.2
202012,L8LLVL4FA,0,1,1,84.9
202012,L8FAFALO9FA8,3,0,0,48.1
202011,L4Z48Z00,0,2,0,92.7
202011,LLO098040,0,3,0,15.9
202012,L894FALO,0,1,0,40.7
202012,80L08ZL9,3,0,0,75.8
202102,L408049V,3,0,0,99.8
202011,L84ZM000,0,3,0,75.9
202102,LLOZ0FA00LO,1,0,0,13.9
202012,LVLO08948,0,3,0,29.6
202101,FA0LLZZ88,0,3,0,62.1
202012,80LV8FAZ0,1,0,0,74.3
202102,LV400L,0,3,0,15.5
202101,FA008800LO,0,3,0,35.6
202012,LZ8Z09V0,0,1,1,67.7
202011,L808800Z,0,3,3,61
202101,LZVLO40VV,0,3,0,22.9
202012,L800V809,0,3,3,16.9
202102,LV9LO9098,0,1,0,52.4
202012,ZZZ4L44FA,3,0,0,2.7
202101,90094VFA9,0,3,3,68.5
202101,L080LV04,3,0,0,75
202102,L9L000ZV,0,3,0,33
202011,L04Z9V,0,3,0,36.3
202011,V0880V40,0,3,0,36.8
202102,89VLO9FAZ,3,0,0,80.9
202101,900VZM0Z,0,33,0,87.9
202102,90048LLOL,3,0,0,61.1
202011,L09LZFA,0,2,0,77.6
202102,L90ZML8L,0,3,0,18.7
202011,L004ZV0V,1,0,0,87.8
202012,LV9ZZ88LO,0,3,3,5.8
202011,L9ZFA0904,0,3,3,7.7
202011,L8LOFAVLOV9,0,2,2,4.3
202102,LVLFAVVLZ,0,1,0,10.1
202011,L89L9LO89,0,2,0,9.4
202012,L8FALOFA088,0,1,0,84
202011,L9V0ZM00,0,1,0,76.7
202102,L84LO0ZLOZ,1,0,0,87.1
202011,L8V0VV,0,1,0,66.5
202011,LV4408Z8,0,2,0,98
202011,L9FA400,0,3,0,2.9
202011,L4404V8LO,3,0,0,39.6
202012,V04LV0LFA,0,1,0,8.2
202012,L80LOVZ8FA,0,3,0,16.1
202012,LLO890Z9FA,2,0,0,96.5
202012,L4FA0ZM00,0,1,1,38
202102,LZ4FA4Z9Z,0,3,0,62.8
202101,ZZFAZLOZLO9,3,0,0,97.2
202012,V0LO808LOV,0,1,0,68.2
202012,L9L0V9LO0,0,3,0,50.9
202102,L0LO4ZLOVV,0,2,0,1.7
202102,V00V94ZM,0,2,0,66.3
202101,90049409,2,0,0,55.7
202101,FA0ZLO8ZZFA,0,3,0,3.7
202102,VLO48L0V,3,0,0,19.1
202012,V0FA9V94V,0,1,0,85.8
202012,ZZL04Z,2,0,0,58.6
202012,L890Z4ZV,0,3,0,53.3
202012,LFA0804,0,3,3,58.6
202011,L8LV89VL,0,3,0,0.6
202101,ZZFA0LOFAVL,2,0,0,53.3
202012,LZFAVFA09FA,0,1,1,66.8
202102,ZZZ90809,0,1,1,46.6
202011,LZMLZLFAL,0,3,0,6.4
202101,LV9FA0Z0LO,0,3,3,49.6
202102,8LFA44VLO,3,0,0,16.2
202101,ZZV4Z484,0,2,0,5.2
202101,V00940LO9,0,1,1,11.3
202101,L0090Z,0,1,0,20.8
202102,LLOZVLO800,3,0,0,68.5
202101,L9LOZ808L,0,1,0,39.9
202101,LO04Z80L4,0,1,1,65.8
202102,L90V08FALO,0,1,0,92.1
202101,9004040Z,0,3,3,32.3
202101,L4V000FA9,2,0,0,42.8
202101,L800FALLOV,0,1,0,68.9
202011,L094LOVLFA,0,3,3,62.9
202012,LVLO0LOVFAL,0,3,0,45.4
202011,L090V4LO4,1,0,0,91.2
202011,LLLV9Z8FA,2,0,0,65.4
202011,ZZ0LVV8LO,0,3,0,75.9
202011,LFAZ0LOFA90,0,2,0,5
202101,L9LZ4VL9,0,1,0,31.2
202011,L0Z9044Z,0,2,2,36.1
202011,L84V909Z,0,3,0,84.7
202102,L940004Z,0,3,0,55.3
202012,L94ZV484,0,3,0,28.5
202102,LO04Z0LOZLO,0,1,0,65.1
202012,8009LZ,0,3,0,26.2
202101,Z00L88L4,0,3,0,43
202011,Z04LO40V4,0,3,0,45.2
202101,800VVLZL,3,0,0,33.9
202101,LVLLO8L0FA,0,2,0,90.2
202101,Z04Z0009,2,0,0,59.5
202101,L4LOLLZLZ,0,2,2,9.2
202101,LVVLOZFALOL,0,0,2,39.6
202101,900VLZ0LO,2,0,0,54.3
202101,LLLOZLLL4,1,1,1,84.3
202012,LFAZLFAFALZ,0,2,0,36.4
202101,L4V09FA08,2,0,0,12.3
202011,LFA0044LO9,0,1,0,12.5
202102,LVFAV0L0LO,3,0,0,42.6
202102,FA0ZM900LO,0,3,0,12.4
202102,L8L0LZFAFA,0,3,0,2.6
202012,LLV00ZZ0,3,0,0,98.6
202011,LV908000,2,0,0,36.8
202101,V00440FALO,0,1,0,70.9
202101,FA0FA0LZ,0,3,0,2.6
202011,80L9FA004,0,3,3,90.8
202011,LZZ4ZM00,0,3,0,56
202012,L9FALO98ZFA,0,3,0,69.4
202011,LVZ090LO4,0,3,0,47.9
202011,LZ980V8LO,1,0,0,8.9
202011,L988LOFA0Z,0,3,0,12.1
202101,LLVFAFALOL4,0,3,0,8.2
202101,LV0LO89VZ,0,2,0,74.6
202101,L84FAFA4,0,2,0,9.4
202012,V0L0Z9LO4,1,0,0,60.1
202012,L00LV00L,0,3,0,42.4
202102,L0VFAVV4Z,2,0,0,99.6
202011,LL40FAL0L,0,1,0,46
202101,FA0FALOZ09V,0,1,0,52.3
202012,L9Z0FALOV4,0,3,0,2.5
202101,LFA0LZ0LO0,2,0,0,88.7
202101,LL908FA0L,1,0,0,24.5
202012,9ZLO49VFA,2,0,0,97.6
202101,LFALO4Z880,1,0,0,0.4
202011,LVL9VZZFA,0,2,0,93.1
202011,L489ZLO40,0,2,0,96.3
202102,LZZLOV8ZM,0,3,0,88.9
202011,LV0L4LO0LO,0,2,0,95.8
202101,LLOVL88V8,0,3,3,86.5
202012,LO0ZLV49Z,2,0,0,95.8
202012,L9ZLOVLO80,0,2,0,1.8
202011,LZ94ZL08,1,0,0,19.7
202102,LO0LO0V4,0,1,0,37.3
202101,FA04ZML90,0,1,0,17.5
202102,LO0004Z0V,1,0,0,68.2
202012,9LOL00LO4,0,1,0,55.1
202101,800LO009LO,1,0,0,18.7
202012,L9L8Z8VL,0,3,0,66.3
202011,L4ZL8L89,0,3,0,83.6
202102,LVVLZ0LV,2,0,0,28.5
202101,L9ZFAV088,0,3,0,24.4
202012,LV88V844,0,1,1,12.2
202102,LO0FA08LOFA4,0,1,1,59.8
202011,V0VLLO9FAL,0,1,0,30.2
202101,LV090944,0,3,0,35.1
202101,LO0ZV4LO00,0,3,0,82.7
202011,LLV8ZL0Z,0,3,0,18.9
202102,L8Z8ZLO,0,2,0,95.6
202012,8000Z89L,1,0,0,87.7
202012,L0LOLL9FALO,0,1,1,68.2
202101,FA0LZ9898,0,2,0,73.4
202101,LLO48VFAFA8,2,0,0,50.4
202011,L8L0V9VFA,0,2,0,21.8
202101,V00LO0098,0,2,0,60.7
202012,Z0FA000L8,3,0,0,22.8
202101,V008Z09V,0,3,0,82.1
202012,L8FAV8890,0,1,0,20.2
202012,LZ000V0V,0,2,0,27.2
202011,LL889LOFAL,0,2,0,25.6
202102,L9FAV00Z8,0,3,3,46.1
202011,LV80Z8LOL,3,0,0,21.4
202101,LV48FA009,3,0,0,3
202101,LLO00LVLO0,0,1,0,58.9
202012,FA0LLOFAL0Z,0,2,0,49.2
202102,L0LOFA988V,0,3,3,23.9
202101,LFA48FA8FA8,0,3,0,79.8
202101,FA00V04L0,0,1,0,87.3
202102,FA080FA044,0,1,0,60.4
202101,LLFALO9FALO0,3,0,0,6.4
202012,LVV89ZLO4,0,3,0,85.7
202012,LFA980Z94,0,2,0,2.9
202102,L8LOFAL900,0,1,0,52
202012,ZVZ8V890,0,1,1,5.6
202101,L9L8FAVLZ,0,3,0,46.3
202102,FA00L4Z4Z,0,3,0,24.5
202011,LLO8040Z4,0,3,0,80.9
202012,LZ0VFAV0L,0,0,3,27.4
202012,V00L44LO8,0,1,0,71.3
202101,LVVFA404LO,3,0,0,17.5
202012,LZLOLFA00L,0,1,0,39.6
202012,LVFAVFALO,3,0,0,22.4
202101,900Z89FAFA,0,2,2,29.3
202101,V0009V00,0,3,0,83.1
202012,LFALVLZFA0,1,0,0,84.4
202102,L8LVFA04LO,1,0,0,73.6
202011,L4Z00VL8,0,3,0,99.1
202011,LV8FA4FA8Z,3,0,0,35.4
202102,LLOFA0FAZ04,1,0,0,90
202011,LL00FAZ09,0,3,0,88.6
202102,FA0LFA440LO,0,1,0,48.4
202102,8040984,0,1,0,89.3
202101,8009FAZFA9,0,3,0,63.5
202012,L9L9L40V,0,3,0,95.1
202012,LVLOFA4Z89,0,1,0,8.3
202102,900890VL,0,2,0,81.1
202102,L8LOLL8LO0,0,1,0,88.5
202012,FA0FA0FALLZ,0,2,0,13
202101,V00FAZ9VLO,1,0,0,76.5
202101,LLO9Z0Z0Z,0,2,0,39.7
202011,L040FA8LO0,0,3,0,47.3
202101,LL8LOFAZVLO,0,1,0,95.9
202012,LLOVLLO88L,0,3,0,46.6
202101,88VZZ08,0,2,2,68.5
202102,LFA400888,1,0,0,99.7
202012,LFA000L00,0,1,0,84.3
202102,ZZ0LO94LLO,0,1,0,35.5
202011,FA00FA90LL,0,3,0,65
202101,LLO40ZVLO8,0,3,0,56.4
202011,LL040FA80,3,0,0,53
202101,L90FAVL4L,0,1,0,81.4
202101,LV800000,0,3,3,65.4
202011,LLZLO0L0V,0,3,0,30.5
202102,LZ404FALO9,0,3,0,85.5
202101,L8LOZL0ZFA,0,3,0,98.4
202101,L4Z08FA9Z,0,2,2,67.5
202101,L00VLO0,0,2,0,28.5
202011,LFAV0LO9FALO,3,0,0,48.2
202101,LVFA09V94,0,1,0,95.2
202101,LLO890ZMLO,0,1,0,3.1
202011,ZZLO88LLL,0,3,0,81.8
202012,L480Z8LL,0,3,3,27.1
202012,L48FAVLO94,3,0,0,6.9
202101,FA00FA0V0FA,0,2,0,66.3
202102,8LO8L0LO0,2,0,0,15.8
202012,L0FAV9FA09,0,1,0,83.1
202102,Z00FALO404,0,3,0,45.9
