ID,REINO
ZZVLO49LO0,NORTH
LO040Z8V4,CROWNLANDS
V00FALO90FA,DORNE- 2
LL0LVLZLO,DORNE-1
LL40Z00LO,STORMLANDS-1
FA0FA8L8L8,#N/D
9008LOVZZ,#N/D
L88ZFA988,DORNE-1
ZLOFA44VV0,IRONISLADS
L400ZFA00,RIVERLANDS-1
90L80L00,#N/D
L8440VLV,DORNE-3
L9090VZLO,#N/D
L84L0440,RIVERLANDS-2
L8Z4L000,RIVERLANDS-2
L9LVVLO40,NORTH
ZZ4809ZL,NORTH
LV88ZFAFAV,NULL
FA04000VLO,#N/D
LFA9FAL09V,STORMLANDS-1
FA0V4LOVFAV,#N/D
ZFA80L,HOARE
LL08Z040,IRONISLADS
90ZLZV9,IRONISLADS
V008LO0LO9,RIVERLANDS-2
LVLO0FA8V4,RIVERLANDS-1
LO0Z9ZM08,CROWNLANDS
L0009VLOV,IRONISLADS
9498V0V,#N/D
LLZ904,STORMLANDS-1
L8ZLOZLO,STARKS
LLO80L8FAV,DORNE-3
LZLLV90FA,STORMLANDS-1
V009Z8VL,DORNE- 2
L4084VV4,DORNE-1
L8LO8V4LOL,RIVERLANDS-2
8000V9VL,NULL
LLO4LOVLFAV,RIVERLANDS-2
LFAFA9800V,DORNE-1
800000LO9,NULL
L90LO9Z04,NULL
8000FALO,NULL
8FAFA9V9Z,IRONISLADS
L49Z9LO0V,STARKS
Z0LO0FAVFA8,DORNE-3
V09V49ZV,STORMLANDS-2
L400048LO,STORMLANDS-1
LVLV9Z89,IRONISLADS
LV9Z90LOV,STORMLANDS-1
L8ZVZ8ZLO,STORMLANDS-1
LFALV0Z00,DORNE-3
L9LOV449Z,CROWNLANDS
V0Z4LOFALFA,REACH
V0ZMLV,STORMLANDS-2
9000LVFAL,#N/D
ZZFALO0900,RIVERLANDS-2
LLOL04FAV0,RIVERLANDS-1
Z0000Z89,RIVERLANDS-2
ZZZML989,NORTH
LZ98V0LO9,STORMLANDS-1
FA0FALZ0,#N/D
L4L8LO9LOFA,STORMLANDS-1
L80LOLL4LO,REACH
LV80004Z,REACH
L90FA044FA,DORNE-1
LVZ8LOL8V,RIVERLANDS-2
FA0LVZ8LO9,#N/D
LL90098FA,STORMLANDS-2
L0FALOVFAZ0,STORMLANDS-1
ZZZ4FAV0V,NORTH
L8949LO09,NORTH
L809L8FA0,HOARE
L9V08049,HOARE
V800ZL4,HOARE
L94LZ9L0,HOARE
V0V0LZFA4,STORMLANDS-2
80ZFA0LOL,HOARE
L9Z00LFAZ,#N/D
FA000989L,HOARE
L4L8009Z,#N/D
L9LL0V09,DORNE-1
Z0FAZ9Z0FA,RIVERLANDS-2
FA00LO8LO00,CROWNLANDS
LV904V0LO,#N/D
L94FAZV0LO,DORNE-1
FA0ZFA80LOL,#N/D
L8089V0Z,STARKS
L90ZLO4LOZ,IRONISLADS
LV4LFAV8FA,#N/D
LO0ZLLOVL4,#N/D
L9VFA0L0FA,REACH
Z09LO9LZV,RIVERLANDS-2
L8ZZ0FAZ8,HOARE
FA0L9LOV8L,#N/D
V080VFAZ8,REACH
9000V804,#N/D
L9FA4LO800,NORTH
ZZ0Z4VLO8,#N/D
L449V0Z0,DORNE-1
LLOL0VVLLO,REACH
Z0Z0V800,DORNE-3
Z00LOVZFA0,RIVERLANDS-1
94FAFAV,DORNE-3
LV09FA084,NORTH
LFAZLOZ09Z,STORMLANDS-1
V4V000LO,IRONISLADS
LVFALO8ZLOZ,STORMLANDS-1
800008LO0,STARKS
LVVLO8V80,RIVERLANDS-2
LLOLFA80,RIVERLANDS-1
LZ9FAVLFAZ,HOARE
LO04Z040LO,CROWNLANDS
LV0FA00FAFA,NORTH
FA0084FAFA0,#N/D
L8009800,DORNE-1
LLOL0LO00L,CROWNLANDS
L88LOLFA89,DORNE-1
V004FAFA00,RIVERLANDS-2
LO040LZ0V,CROWNLANDS
L8009800,DORNE-1
V08FA4LO00,REACH
890V0FAFA,DORNE-1
L0FALOV0LFA,IRONISLADS
L400Z080,STORMLANDS-1
L940VLO08,HOARE
L89LOVLO9LO,HOARE
L49V8000,STARKS
L9V9ZM40,STARKS
LOVLO00,STORMLANDS-1
LVLVVV09,NULL
900V04L,HOARE
FA0LLZ4Z8,#N/D
9FA0FALLV,DORNE-1
9L409L8,HOARE
FA0004ZZ4,DORNE-3
L9ZML8FA8,REACH
LVLO000LO8,STORMLANDS-1
L0V0LO004,IRONISLADS
L8V80FA90,DORNE-1
L9V4FA090,DORNE-3
L9LOFAFAFAZ0,DORNE-1
LO0Z40909,AEGON
LZFA090LO0,DORNE-3
LL9LO88Z0,HOARE
V0ZFAL4VFA,REACH
L9000ZFA0,STORMLANDS-1
L8004004,IRONISLADS
LVLOLZV44,DORNE-1
LV88V844,NULL
FA0LLO9LOFA9,#N/D
L090800LO,#N/D
LVFALO048V,STORMLANDS-1
LO0V400LZ,STARKS
L84V909Z,DORNE-3
L904ZZL9,NORTH
89FA00FA8,HOARE
Z00ZV0L4,DORNE-3
L90ZLLOFAL,REACH
L4LFALLOZ4,NORTH
L8FA4FAZZL,STORMLANDS-2
LL4ZZ0Z8,#N/D
L4LFA98L0,HOARE
FA0Z4049L,#N/D
L90V08FALO,AEGON
LLLOV880LO,STARKS
L0L9Z9FAFA,STORMLANDS-1
L9FA40L89,STORMLANDS-2
FA0ZFAFA90V,#N/D
LZ9LOFA4,RIVERLANDS-1
L94000,IRONISLADS
LFAFA8Z90L,DORNE-1
L9LO8VZ00,DORNE-1
LO00Z4804,CROWNLANDS
Z04VLOZZLO,RIVERLANDS-1
ZVLOL9ZMV,RIVERLANDS-2
L80FAFA0FA0,IRONISLADS
L0LOLL9FALO,NORTH
LFA0ZV8LO8,RIVERLANDS-1
V0L8FA988,RIVERLANDS-2
L98Z90ZV,NORTH
LO0VFA90FA0,STARKS
Z0490Z8L,RIVERLANDS-1
L409V80LO,RIVERLANDS-2
L900FALO89,DORNE-3
L9848V98,REACH
LFAZLOZ0,REACH
9FAFAFALO0V,DORNE-1
LO0LZ008Z,NULL
LV409V,CROWNLANDS
L4LVL0Z0,DORNE-1
LZML9L4LO,NULL
V408FALOL,IRONISLADS
LZ0LO0ZFAL,STORMLANDS-1
LO0L8LLO04,NULL
L40000Z4,STORMLANDS-1
L9FAFA0FAFAV,DORNE-1
804488FA,IRONISLADS
V00LOFA944,STARKS
LZVV8ZVZ,STORMLANDS-1
L09LO0FALV,STORMLANDS-1
LO0L04Z8V,NULL
LZZ00FA4L,DORNE-1
8LO0LO0,HOARE
L8FAFAFA084,#N/D
VVLOL000,HOARE
Z0Z8V488,DORNE-3
900LLVLO9,#N/D
LL0840ZZ,CROWNLANDS
L9LVZMLZ,IRONISLADS
V09V49ZV,STORMLANDS-2
V0V0LZ98,NORTH
L9LO040FAZ,RIVERLANDS-2
L0VV0FALO9,#N/D
L9VV88FAL,STORMLANDS-1
LO0L800FA0,NULL
L08ZFA0LO0,NORTH
L8FA90FA49,STORMLANDS-2
L90V00LOFA,HOARE
Z0V9LOFALV,DORNE-3
LFA49VLO0L,RIVERLANDS-2
FA0Z89004,#N/D
LLVV00Z0,IRONISLADS
ZZ0ZLOFA0FA,NULL
L4FALFAL04,RIVERLANDS-2
LZ08V0L0,NULL
LVLO84FAV8,RIVERLANDS-2
LVVVLVFAFA,REACH
L8Z9VV88,RIVERLANDS-1
Z009FAL08,STORMLANDS-2
LL8FA0L09,NULL
800900LZ,STORMLANDS-1
L0V444LZ,DORNE-3
LZ08FAFA44,NORTH
L90FA04LOV,REACH
FA00L044Z,STORMLANDS-1
980FA9LO4,IRONISLADS
FA0L9L4L9,#N/D
V0LLO49V0,#N/D
8894LO,HOARE
LO0ZMZ800,#N/D
900VZM0Z,#N/D
L0FA04LOZFA,DORNE-1
LO0Z94V4LO,DORNE- 2
FA0LL8LO0LO,#N/D
ZZ40LO0FA9,STORMLANDS-2
V09LLOFAFAL,REACH
LLOV00ZM4,REACH
L49LLZ84,STORMLANDS-1
98809Z8,IRONISLADS
LO0LLFA4FA4,CROWNLANDS
L904LO00Z,RIVERLANDS-1
L0LO0LOL0LO,STORMLANDS-1
L44Z80Z4,RIVERLANDS-1
L404FA89LO,NORTH
V00L44LO8,RIVERLANDS-2
FA00LL000,HOARE
L89LOFAZFAV,STORMLANDS-2
FA00FA0FAVFA,STORMLANDS-1
FA0004L00,DORNE-1
L00L490Z,RIVERLANDS-1
LV0L0Z8Z,STARKS
L9L8VZL4,REACH
L9FAVFALL0,STORMLANDS-2
ZZLVZM40,IRONISLADS
FA00FALOZ90,#N/D
9ZVZLO,#N/D
84VLOV8Z,#N/D
LV8ZFA0VL,RIVERLANDS-1
L9Z8000L,NULL
L9ZMFAZ80,STORMLANDS-1
LLV4LZZM,DORNE-1
L8LOFAVLLO9,#N/D
LLOV09L,#N/D
LL9FA0ZM4,HOARE
84FA94ZZ,DORNE-1
L8L8ZZ40,NULL
L9L0LO049,RIVERLANDS-1
ZVLOVFA494,NORTH
LV4408Z8,NORTH
80LV04FAFA,STORMLANDS-1
90084FA09,#N/D
LZ4L0Z00,#N/D
LLO08ZLZ4,DORNE-1
LFALOV4V,STARKS
L00Z9ZLO0,STORMLANDS-2
L08008VLO,HOARE
LLOL40FA,#N/D
LFAZM90LFA,#N/D
L90480LLO,#N/D
L9LO4080FA,DORNE-1
LFA9Z8898,IRONISLADS
L0ZLO48,NULL
800V9408,STARKS
L9LO0L48L,#N/D
LL4V4ZFAZ,#N/D
L0LO90LOFAL,STORMLANDS-1
FA04LLO4V0,#N/D
LO04FAL888,DORNE- 2
LLOFAVV44L,STORMLANDS-1
LZM4VLFA4,STORMLANDS-1
LZM0904FA,IRONISLADS
LZ9V90LO0,#N/D
90LO89VL,IRONISLADS
LO0LO4904L,AEGON
LLOZ4Z00LO,STARKS
V0LZ4ZZL,DORNE-1
V09V0VL9,STORMLANDS-2
800480VLO,STORMLANDS-1
L80498LL,STORMLANDS-2
LLO4LZL,IRONISLADS
80Z0000,HOARE
LLO00LO0ZFA,DORNE-1
Z0ZL0LO0V,RIVERLANDS-2
L984L88L,IRONISLADS
LV40LLOZV,IRONISLADS
L04Z0ZVLO,DORNE-1
L9FA40L89,STORMLANDS-2
L9Z0900FA,IRONISLADS
ZZFALFAVV0,NORTH
FA0Z88980,#N/D
L8L4L098,DORNE-1
V0LO9LLOV0,STORMLANDS-2
Z04Z0009,DORNE-3
9V894FALO,DORNE-1
L80LOZ0LV,HOARE
84ZL9Z0,DORNE-1
LLO4L9LL0,HOARE
V0LZ0V4,HOARE
LLLO4LLLFA,RIVERLANDS-1
VV8ZZ8V,HOARE
LLOLFALOZ40,#N/D
LVFAZ8VZM,IRONISLADS
948ZVLZ,DORNE-3
L0094FAZZ,STORMLANDS-1
ZVLOFAV00V,NULL
Z000849Z,RIVERLANDS-1
80040LZ0,NULL
LFAFA4L080,HOARE
L809FAL0LO,IRONISLADS
L8VZLZLOFA,STORMLANDS-1
V0VVLO88Z,STORMLANDS-2
L9Z0V9FA4,#N/D
L9Z8000L,NULL
LVZFAZ44L,#N/D
Z0ZZZ484,DORNE-3
ZZZ9LO0LO0,NULL
L0000V80,DORNE-3
L80Z9480,NULL
LLO4VLO9FALO,#N/D
LLV0FA84L,HOARE
ZZLO849LO0,RIVERLANDS-2
8FA9V090,DORNE-1
V04LLOZ48,STORMLANDS-2
L8FAV0L9LO,DORNE-3
FA0FA8Z409,#N/D
L8480LO4L,HOARE
894LOLL9,HOARE
LLO9FAVLO04,HOARE
L9V0L0V9,STORMLANDS-2
L8ZMV9,STORMLANDS-1
VLLL440,IRONISLADS
L000888FA,STORMLANDS-1
V8ZLO9,IRONISLADS
8L9V4V,HOARE
FA000LVZ0,IRONISLADS
LV900800,DORNE-3
L94V4FA0L,NULL
L89049ZFA,DORNE-1
LVL04ZZV,IRONISLADS
Z0ZZV89V,RIVERLANDS-1
800ZLOLZFA,STORMLANDS-1
L0440LO00,STORMLANDS-1
L8Z4LZ,NULL
L9L00FA08,DORNE-1
L8V4008L,CROWNLANDS
LL04LOL84,CROWNLANDS
L400FALO4FA,DORNE-3
L09LVZL8,RIVERLANDS-1
FA00L4LO4L,CROWNLANDS
LO0LO0LOFA0FA,CROWNLANDS
L904Z0Z0,CROWNLANDS
LLOZ0400LO,#N/D
Z08VLO4,DORNE-3
LVLLOZ0LZ,REACH
L88ZZVFA4,DORNE-1
LZML0Z80,STORMLANDS-1
LV0LOFAZVZ,STORMLANDS-2
L94Z9LO00,STORMLANDS-1
L8V8VFALOFA,REACH
L8V900LV,DORNE-1
ZZLL9884,NORTH
L4LFAV40FA,STORMLANDS-1
V900FAL4,IRONISLADS
V0L08L8L,RIVERLANDS-2
LZLLFAFA00,REACH
LLOZV448FA,RIVERLANDS-2
LZFA4FA400,HOARE
80L00VFA9,NULL
L9LO0LO09LO,HOARE
L89ZZMZV,NULL
L90L4ZLO9,RIVERLANDS-1
L0L8LO8LOL,STORMLANDS-1
LFA0FALFA80,DORNE-3
LVZLO0V9L,STARKS
90V08FA8,HOARE
L0Z0ZFA48,#N/D
940LO09V,HOARE
LLO84LO0LZ,RIVERLANDS-2
8VZLO00L,IRONISLADS
L90L48LL,CROWNLANDS
V0FA84LO8Z,STORMLANDS-2
V09888LOV,NORTH
LZM4FAVFA9,STARKS
V09ZL090,STORMLANDS-2
LZL04V4FA,STORMLANDS-1
9000V04FA,#N/D
800LO4ZVLO,STORMLANDS-1
LO0FA8Z490,CROWNLANDS
L0LOLL8V8,NORTH
9FA8ZVZ9,IRONISLADS
LZLO0Z0,RIVERLANDS-1
LZL04V4FA,STORMLANDS-1
L8LOZZ8L9,DORNE-3
Z0VZM04L,DORNE-3
L84Z0484,STORMLANDS-1
V984080,HOARE
L9ZZ04L4,IRONISLADS
V004ZM49,RIVERLANDS-2
LVFAFAFALV8,RIVERLANDS-1
LFALOFA04ZL,STARKS
V00LOVFAFA4,STARKS
8FAZ8VLO9,IRONISLADS
LFA0404ZFA,NORTH
L00Z9ZLO0,STORMLANDS-2
L8LO4LOVV0,STARKS
FA008988V,DORNE-3
LVV40LO48,NORTH
LO0FAZM4VV,CROWNLANDS
LVZMV9Z0,RIVERLANDS-2
LV9ZMFA98,STORMLANDS-1
LFA8ZFAFA0L,STORMLANDS-1
L9LVVLO40,NORTH
LZFA9LFAFAV,REACH
L9V88489,RIVERLANDS-2
L4V040Z4,DORNE-1
LVLOLFAL0V,DORNE-1
LV8LVV,DORNE-3
900V0LOL0,#N/D
900ZMLOZLO,#N/D
L4ZL8L89,HOARE
ZZ0Z4VLO8,#N/D
V008Z09V,STARKS
V0Z8ZFAL,HOARE
V0880000,REACH
Z0VZ004LO,RIVERLANDS-1
L4LFAV40FA,STORMLANDS-1
ZZLO8FA8FA4,DORNE-1
LVZ488Z0,IRONISLADS
VZ0FA80FA,DORNE-1
LV80800L,RIVERLANDS-2
80V4LLO9,IRONISLADS
L00FA880Z,IRONISLADS
904004LO,IRONISLADS
ZZVFAV9FALO,NORTH
800008LO0,STARKS
LLZ0VLO0Z,IRONISLADS
Z0VV9009,DORNE-3
V0L0LO84L,RIVERLANDS-2
L9Z8984LO,STORMLANDS-1
LLO8FA4LOZ8,IRONISLADS
9000V0FA4,RIVERLANDS-1
LZV9LOL8V,IRONISLADS
80L4L0Z,HOARE
L440LZ9L,STORMLANDS-1
LLV008V8,NULL
LZLO09FAFA9,RIVERLANDS-1
L8909LO0V,CROWNLANDS
FA004L4LOZ,CROWNLANDS
L0V000ZZ,DORNE-3
LZFA8LZV4,REACH
L9FAFA0ZL0,STORMLANDS-1
V0V0ZV9FA,STORMLANDS-2
9009FA04L,#N/D
L9Z9FA009,STORMLANDS-1
L0LOL40L0,RIVERLANDS-1
Z009ZLO04,RIVERLANDS-1
L98L098L,STARKS
L44ZZ0LO9,#N/D
LLOZZL0FAZ,NULL
FA00L9FA09,HOARE
FA00400ZFA,RIVERLANDS-1
L94LOZFA90,DORNE- 2
V08FA4LO00,REACH
V0VZLOL00,STORMLANDS-2
LFA4V4V,RIVERLANDS-2
L094L04Z,DORNE-1
L9404840,DORNE-1
L4VV98VLO,DORNE-1
8000FAV00,STORMLANDS-1
L90LLOV4LO,HOARE
FA0049LOFA8,DORNE-3
FA0LLZ4Z8,#N/D
900040LV,#N/D
FA009LZZZ,DORNE-3
9ZL0V9Z,DORNE-3
L880VLO4Z,#N/D
L98Z0L0LO,DORNE-3
FA0L4FA00V,#N/D
LL09Z94L,#N/D
L4FA009FA0,NORTH
Z0LZFA0LOV,DORNE-3
LO0LO408LO0,AEGON
LLO0LZ9LOZ,RIVERLANDS-1
L9LFAL880,DORNE-1
LZFAZL98L,STORMLANDS-2
LV8Z008FA,DORNE-3
LL9ZZL8L,RIVERLANDS-2
FA08LZZ4FA,#N/D
L4FALL4ZFA,NORTH
V0009V00,NORTH
L4LO90LLL,HOARE
LVZ488Z0,IRONISLADS
L0ZM9L4FA,DORNE-1
LLLLO40VZ,STORMLANDS-1
V00V9ZLL,STARKS
V08V8LO04,REACH
L90ZV90L,#N/D
LFAL90FA8FA,DORNE-1
9ZL480FA,DORNE-3
LO0ZZFA8V0,REACH
LVL90LOZL,HOARE
FA0FA904,#N/D
V0LOFA00FA9,NORTH
80LZMFAFAFA,STORMLANDS-1
LLO4FA844L,IRONISLADS
Z0Z4L8Z9,DORNE-3
LZLOLLO4FA0,STORMLANDS-1
LO0ZLO40ZFA,RIVERLANDS-2
LFA900904,STORMLANDS-1
LV98VLO80,HOARE
LO00VL8L9,CROWNLANDS
LZVLO40VV,NULL
Z084FA9FA8,DORNE-3
Z084FA9FA8,DORNE-3
L8LOFAVLOV9,IRONISLADS
LV0LO8V49,DORNE-1
LZ9L8L8L,DORNE-1
ZZ0VFA94V,NORTH
LLO88L408,HOARE
L040LO9LO8,DORNE-1
800Z0LO00,STORMLANDS-1
LLO4FAZL0FA,CROWNLANDS
Z0ZM8V9LO,RIVERLANDS-2
FA008ZL4LO,#N/D
L4LO0LLV9,DORNE-1
L0V898,DORNE-1
LFALO9LO80LO,DORNE-1
L8Z090,STARKS
V000LV90,#N/D
L8LO8LVVL,DORNE-1
L4LOL00,HOARE
LFAFA4L8L8,HOARE
FA0LOVZZVFA,#N/D
ZZLO09LO44,RIVERLANDS-2
LVVZLOZZ4,STORMLANDS-1
V00Z0908,RIVERLANDS-2
L8L0Z480,STORMLANDS-1
LV9094FALO,#N/D
L9FAVFALZL,STORMLANDS-1
L9ZLOVLO80,NULL
ZLOFA40009,IRONISLADS
80L90004,STARKS
V09LV84L,REACH
V00ZFA0L0,RIVERLANDS-2
FALOZL90,HOARE
L4ZVLO9LO9,DORNE-3
L8LOFAL900,DORNE-1
FA0080889,HOARE
L0LFA9Z49,RIVERLANDS-2
900VFA,DORNE-1
ZZ0LLO8L0,DORNE- 2
LV9FA40FAV,DORNE-3
LLO4VV9FA8,STORMLANDS-1
LZ490ZM0,IRONISLADS
80L0ZZ04,STORMLANDS-1
L009FALOV0,RIVERLANDS-1
LLO8LO0LOLV,RIVERLANDS-1
LLVLOFA0VFA,CROWNLANDS
L0VLOL090,STORMLANDS-1
L08LO0FA09,RIVERLANDS-1
8V044ZFA,HOARE
L0LVFAVL0,DORNE-3
LLOFAZLOL,RIVERLANDS-1
LLLO0Z0VFA,CROWNLANDS
LO0000Z0Z,CROWNLANDS
LLOZLFALLO0,DORNE-1
FA0V00LOL0,#N/D
LZ8V400LO,RIVERLANDS-1
LO00089L8,CROWNLANDS
L9L90LFAL,RIVERLANDS-2
FA04LO80LO4,#N/D
80084LO9,IRONISLADS
V0008408,DORNE- 2
LLO8L0FAFA0,IRONISLADS
LLO0Z0FALO0,IRONISLADS
LZ948080,STORMLANDS-1
8FAL9ZL8,HOARE
90L0FA090,RIVERLANDS-1
L4480409,STORMLANDS-2
LLZVFAZZM,NORTH
L0V4VVFA0,STORMLANDS-1
L04FALOVVV,REACH
800FAZ088,STORMLANDS-1
L4404V8LO,REACH
L8L40Z49,IRONISLADS
VFA08LVV,IRONISLADS
LLO8FA4LOZ8,IRONISLADS
ZZLO04VFA8,#N/D
LFA0LZ0LO0,HOARE
L8FA4Z90Z,RIVERLANDS-2
V0098V09,DORNE- 2
LV09FALO0L,#N/D
L9FAZ0VFAL,STORMLANDS-2
FA000LV9L,DORNE-1
V0ZMLZ40,NORTH
8004VZ4V,NULL
LLOZZ09L8,HOARE
LLOLZV0LO0,RIVERLANDS-1
8FAZZ8LO4,DORNE-1
LVVLO0FA80,STORMLANDS-1
LO009404FA,CROWNLANDS
ZZFALOL000,RIVERLANDS-2
LLOLFA000FA,NULL
FA0FAFA00VZ,#N/D
V0V0LZ98,NORTH
FA0LO0LFA0FA,#N/D
L9V4LZLO0,STARKS
L9VZ9Z80,IRONISLADS
Z00FALOLFAZ,RIVERLANDS-1
VLOL8L90,DORNE-1
LLLO0ZFAL0,STORMLANDS-1
V0ZZZFA,NORTH
L90L9Z0Z,IRONISLADS
L09LO9LOFAV,IRONISLADS
LZ84944Z,#N/D
LO0ZVFA8FALO,RIVERLANDS-2
L0FA98ZML,DORNE-3
L0FA0989V,IRONISLADS
Z044FAZ80,RIVERLANDS-1
LFAVZZ048,DORNE-1
LZ49LLOVL,NORTH
LLO00FAV00,STORMLANDS-1
LO0LO48Z0L,AEGON
8FA89FAL9,IRONISLADS
L9V0LZV8,HOARE
L9FA888FA0,IRONISLADS
L9V00404,DORNE-1
L9V490L4,NULL
L98FA4FA0FA,DORNE-1
LV9V0LO88,DORNE-1
LLFA4FA9ZM,HOARE
ZZFA9VZLOFA,NORTH
FA0V48ZZ0,#N/D
LL4Z40FA0,HOARE
ZZZ9LO0LO0,NULL
ZZZ9LO0LO0,NULL
L90LO0L48,HOARE
L8898VLO9,STORMLANDS-1
8098FAZZ,DORNE-1
L098V48FA,HOARE
Z0Z40LOZ4,RIVERLANDS-2
LZVVFA9FA8,NORTH
V0FA8LVV0,STORMLANDS-2
V0V8400Z,DORNE-1
L9LFAL880,DORNE-1
LO0L4949L,NULL
LLZLO4909,IRONISLADS
LO0LOV0FAV8,AEGON
L0LOFA0Z8Z,#N/D
VLLLOVFAZ,DORNE-1
80ZLO040,IRONISLADS
LLOFAZ4LZ9,REACH
FA0FAVL4FAZ,#N/D
LVL8ZFALO8,NULL
L0LOFALOZFA0,DORNE-3
Z0LZM9V4,RIVERLANDS-1
LLO8LV8VLO,REACH
V0LLOVLV0,RIVERLANDS-2
V0404498,STORMLANDS-2
LFA09LFA9FA,HOARE
LO0FAZLZ,NULL
LVLOV8900,IRONISLADS
90L0044Z,#N/D
Z0LV0L90,RIVERLANDS-1
V0VZVLO08,STORMLANDS-2
LZ9V0LO9LO,IRONISLADS
L040LO08V,STORMLANDS-1
LLOL49L,IRONISLADS
LZVVL989,IRONISLADS
ZZ0L0L80,NORTH
L0LOFA4FA0LO,IRONISLADS
8LZ44,HOARE
8LZ94LV,IRONISLADS
FA0L9Z844,#N/D
90ZZ89FA,HOARE
ZZZLVZ9FA,STORMLANDS-2
L9FA00LVZ,HOARE
L9Z009FA0,STARKS
L940LOV9LO,STORMLANDS-1
LO0V90L8L,STARKS
FA00ZLOLZ4,STORMLANDS-2
V00V8890,STARKS
LO0LOZLOV4FA,AEGON
L900LOZZL,HOARE
FA0ZLO0LOL9,#N/D
L8L48FA4Z,HOARE
L0VFA98V,HOARE
LZLFA9088,IRONISLADS
LFA90VL0LO,IRONISLADS
ZZZLVZ9FA,STORMLANDS-2
FA0LOZ0Z04,#N/D
FA0449FALFA,#N/D
L444L00V,STORMLANDS-2
90044FA9Z,#N/D
ZL4V80,IRONISLADS
L08008VLO,HOARE
ZL4V80,IRONISLADS
L90VLO9V4,DORNE-3
44LO4FA8,IRONISLADS
L94LLOL0FA,NORTH
ZVLOFA0V0LO,RIVERLANDS-2
L9V0FA4L0,RIVERLANDS-1
L98Z04L0,REACH
V0LVLOV40,RIVERLANDS-2
LZ9ZLO94L,RIVERLANDS-1
LO0ZLOV0,RIVERLANDS-2
V0L0Z4L9,DORNE-1
LL8LOFAZVLO,#N/D
V000084V,RIVERLANDS-2
L9VLOV808,DORNE- 2
L4L0VFAZ4,STORMLANDS-1
L88ZZVFA4,DORNE-1
V09L09FAV,REACH
L900ZM04,STORMLANDS-1
FA0ZV9ZL8,#N/D
LO0004Z0V,CROWNLANDS
800ZVLFAL,STORMLANDS-1
LFALO9FA8ZLO,DORNE-1
L40ZZZZ9,RIVERLANDS-1
L00VLO0,#N/D
L94Z4VFALO,RIVERLANDS-1
L8498FA08,STORMLANDS-2
ZVZFA0808,NORTH
LV0LZ08L,STORMLANDS-1
V0LOV4488,REACH
L909V9LOL,#N/D
LO0LO0VLV0,CROWNLANDS
LFA009FAL9,CROWNLANDS
L0LO08LOLZ,IRONISLADS
LLO00FAL89,STORMLANDS-2
FA00FAFAFA,#N/D
LV009FAZ0,NULL
904V90Z,HOARE
L9LO4FA4L4,HOARE
LO04FA098L,#N/D
LL8LO9VLZ,STORMLANDS-2
L94LL0LO0,DORNE-1
LVZLLV9V,RIVERLANDS-2
LLO09Z9LO8,STORMLANDS-1
Z08404ZLO,DORNE-3
LO049004FA,AEGON
LO0ZLOV0,RIVERLANDS-2
L0FA04LOZFA,DORNE-1
Z0VZZ089,DORNE-3
LO0VLO04LO0,#N/D
LFA0LOLLV4,IRONISLADS
LO0LOVLO00FA,#N/D
FA0FAV0L98,#N/D
L90ZMLO90,RIVERLANDS-2
FA0LLZ4Z8,#N/D
ZZV904ZFA,RIVERLANDS-2
L848LOZLL,NULL
LVV09L00,DORNE-3
LV9LOLL90,DORNE-1
V0490FAL4,#N/D
V00FA980FA,RIVERLANDS-2
L8VLO049LO,RIVERLANDS-1
LFALOV88FAL,NORTH
L9FAV0Z9Z,NORTH
L9LVL90LO,RIVERLANDS-1
LFAVZ0V8FA,DORNE-3
LFAV4V0LO4,STORMLANDS-1
LV8800FAZ,DORNE-3
LO04FA8V0Z,AEGON
V0LOFAL8,NORTH
L900FA4LOFA,STORMLANDS-1
LZ88LO0,HOARE
L0FA8Z9Z4,RIVERLANDS-1
FA0008L4V,STORMLANDS-1
LVLVFAL80,DORNE-1
L94Z04,DORNE-1
LLLLOZFA0Z,RIVERLANDS-1
V08FAZ00LO,REACH
L9LOFAVLO09,DORNE-3
L9V0FAFAZV,NULL
FA0LOFA9008,#N/D
FA0LL80L0,#N/D
LFAV4VFAV0,HOARE
LO0LLV0LO0,NULL
LL0VLL,STARKS
LZ0L404FA,IRONISLADS
FA0LLZZ88,#N/D
FA0LLZZ88,#N/D
LLO00FAV00,STORMLANDS-1
L9LFA0LO8V,DORNE-1
L9ZM94Z8,RIVERLANDS-2
LLO4FAZ04Z,RIVERLANDS-2
L9Z4LZ00,STORMLANDS-1
L90L48LL,CROWNLANDS
L90400L0,NORTH
LLO000LO0L,STORMLANDS-1
L004L9,AEGON
L8FA800FA0,HOARE
LZL0LO940,CROWNLANDS
L9ZM90LO0,HOARE
LLOLZFALOZV,IRONISLADS
L404LOVFALO,DORNE-3
L0FA0Z0LO8,#N/D
V0LOZFA8Z,DORNE-1
FA09809FA,HOARE
89V88FAFA,IRONISLADS
LV0Z94,STORMLANDS-2
L80400FA0,CROWNLANDS
ZZZLVZ9FA,STORMLANDS-2
L940FAZ,#N/D
LZ9LZ98V,#N/D
LZV88FA89,DORNE-3
L84400VZ,DORNE-3
VLO090Z0,DORNE-1
80L4L0Z,HOARE
L49408ZFA,NORTH
ZZFA4ZMZ4,IRONISLADS
Z009LV49,RIVERLANDS-2
LLLLLOL00,DORNE-3
L89LOFA9FA0,STARKS
98LOZ88Z,#N/D
V8000Z8,HOARE
LLLO44LO09,NORTH
L9V08Z40,STORMLANDS-2
FA0LLOFAL0Z,#N/D
