ID,ANTIG_UEDÄD,STATUS,MONTO,MEDIO_PAGO,PAQUETE,ID_OFERTA,MAPEO_PR,PROBABILIDAD
ZZZFA4L4V,60 Y MAS,ACTIVO,252813.878,BITCOIN,VIKING ARMOUR,JSF89A,4,0.5837
L0Z0Z00V,48 A 60,ACTIVO,140212.475,BITCOIN,DRAGONS,B92375,2,0.7485
LVZ0FALO0L,12 A 23,ACTIVO,189826.12,0,SPURS,Y79G54,2,0.0836
LO0ZLVLLV,60 Y MAS,ACTIVO,143663.859,BITCOIN,DRAGONS,90LD2,2,0.788
FA0LO84VFAV,00 A 06,activo,,#N/D,SPURS,Y79G54,#N/D,0.2759
LL04Z0FALO,48 A 60,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,4,0.8572
L90LO9FAVFA,00 A 06,ACTIVO,181197.66,#N/D,SPURS,Y79G54,N,0.2961
FALOZ8444,60 Y MAS,ACTIVO,167392.124,0,VIKING ARMOUR,Y79G54,1,0.9502
V0L0LO84L,60 Y MAS,ACTIVO,107855.75,0,DRAGONS,90LD2,2,0.8364
8ZFAZ8,60 Y MAS,ACTIVO,310624.56,0,VIKING ARMOUR,B92375,4,0.9703
LVV8ZLLOV,12 A 23,ACTIVO,237282.65,BITCOIN,VIKING ARMOUR,B92375,1,0.3832
L0LV000Z,60 Y MAS,ACTIVO,,#N/D,NAVAL,B92375,#N/D,0.1314
L90ZMV4Z,07 A 11,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.6827
LFA40V49L,24 A 47,ACTIVO,181197.66,0,SPURS,Y79G54,4,0.2849
L8ZZFAFA9L,07 A 11,ACTIVO,187669.005,#N/D,SOIL,Y79G54,1,0.3649
LFA4449VV,24 A 47,ACTIVO,323567.25,0,VIKING ARMOUR,B92375,4,0.4442
LO00044FAV,60 Y MAS,ACTIVO,393026.353,GOLD,VIKING ARMOUR,90LD2,6,0.6079
V0ZV9090,60 Y MAS,ACTIVO,358081.09,GOLD,VIKING ARMOUR,Y79G54,4,0.439
FA00FA04V0,00 A 06,ACTIVO,129426.9,0,DRAGONS,JSF89A,N,0.5622
Z0VV9009,60 Y MAS,ACTIVO,159626.51,GOLD,VIKING ARMOUR,B92375,2,0.3287
V8L8FA90,60 Y MAS,ACTIVO,276110.72,USD,VIKING ARMOUR,Y79G54,4,0.5008
FA04VLLO0FA,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.6616
L000FAZM8,48 A 60,ACTIVO,405537.62,0,VIKING ARMOUR,Y79G54,3,0.135
LOFA0FAV9,60 Y MAS,ACTIVO,103541.52,GOLD,DRAGONS,B92375,2,0.5399
V00LOLFAZ0,24 A 47,ACTIVO,276973.566,0,VIKING ARMOUR,90LD2,4,0.6027
894L00L,60 Y MAS,ACTIVO,448248.497,BITCOIN,VIKING ARMOUR,Y79G54,6,0.6543
Z0LO0FAVFA8,60 Y MAS,ACTIVO,403380.505,ETHER,VIKING ARMOUR,Y79G54,4,0.3369
L4LO04LO0V,24 A 47,ACTIVO,170412.085,0,VIKING ARMOUR,B92375,2,0.6311
LLOZ8LFAVZ,12 A 23,ACTIVO,314938.79,BITCOIN,VIKING ARMOUR,Y79G54,4,0.4582
FALOFAVFA4L,60 Y MAS,ACTIVO,427108.77,BITCOIN,VIKING ARMOUR,Y79G54,4,0.2159
L90LO0L90,00 A 06,ACTIVO,150998.05,GOLD,SOIL,Y79G54,N,0.2995
L90ZLLFALO,07 A 11,ACTIVO,243753.995,#N/D,VIKING ARMOUR,B92375,N,0.0762
V00FAV4LO8,60 Y MAS,ACTIVO,144526.705,0,DRAGONS,JSF89A,2,0.5214
900L0ZFALO,60 Y MAS,ACTIVO,,#N/D,SPURS,90LD2,#N/D,0.2572
LO0V949LFA,48 A 60,ACTIVO,235125.535,GOLD,SPURS,Y79G54,4,0.9355
84LO4VFA8,60 Y MAS,ACTIVO,167392.124,GOLD,DRAGONS,90LD2,2,0.0045
8ZV8Z80,60 Y MAS,ACTIVO,401223.39,BITCOIN,VIKING ARMOUR,Y79G54,6,0.0845
LV90V490,12 A 23,ACTIVO,245911.11,ETHER,SPURS,Y79G54,2,0.0301
L40FALO080,24 A 47,ACTIVO,310624.56,0,VIKING ARMOUR,Y79G54,4,0.1415
LL0000VZ,48 A 60,ACTIVO,198454.58,BITCOIN,SPURS,Y79G54,4,0.6049
L8LOV80V0,07 A 11,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.1739
ZZ0ZM94FA,60 Y MAS,ACTIVO,148409.512,BITCOIN,DRAGONS,B92375,2,0.1187
LO00Z4LOZ4,60 Y MAS,ACTIVO,195866.042,ETHER,DRAGONS,Y79G54,2,0.2944
L80ZLO0FAFA,07 A 11,ACTIVO,,#N/D,SPURS,JSF89A,#N/D,0.1441
LO0000Z04,60 Y MAS,ACTIVO,228654.19,BITCOIN,DRAGONS,Y79G54,2,0.3474
800LLOZL8,60 Y MAS,ACTIVO,174726.315,GOLD,DRAGONS,90LD2,2,0.0161
L8V89440,07 A 11,ACTIVO,327881.48,#N/D,#N/D,#N/D,N,0.0282
L40FAV9Z9,24 A 47,ACTIVO,228654.19,0,NAVAL,B92375,2,0.4821
LLO4L4FA49,24 A 47,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.7748
V04FA940Z,60 Y MAS,ACTIVO,323567.25,GOLD,VIKING ARMOUR,B92375,4,0.7879
L4FAZ8LFA9,24 A 47,ACTIVO,310624.56,ETHER,VIKING ARMOUR,Y79G54,4,0.8336
8V0FA8LO4,60 Y MAS,ACTIVO,310624.56,GOLD,VIKING ARMOUR,Y79G54,4,0.4375
FA00LLL0FA,00 A 06,activo,,#N/D,SOIL,Y79G54,#N/D,0.1519
VLOFAVL,60 Y MAS,ACTIVO,582421.05,BITCOIN,VIKING ARMOUR,Y79G54,6,0.346
800VLZLO0,60 Y MAS,ACTIVO,135035.399,0,SOIL,90LD2,1,0.7548
LLLO4LOZL0,24 A 47,ACTIVO,379652.24,BITCOIN,VIKING ARMOUR,Y79G54,4,0.2845
L8VFAZ980,00 A 06,ACTIVO,217868.615,TYP2,SPURS,Y79G54,N,0.0047
90L80L00,60 Y MAS,ACTIVO,,#N/D,SPURS,90LD2,#N/D,0.1473
LFAL4L4FAZ,24 A 47,ACTIVO,273953.605,BITCOIN,SOIL,Y79G54,4,0.085
V00Z9L0Z,24 A 47,ACTIVO,94913.06,0,SOIL,90LD2,2,0.944
LZLV9ZLLO,24 A 47,ACTIVO,211397.27,0,SOIL,Y79G54,3,0.0175
LVFA9LOV44,12 A 23,ACTIVO,189826.12,0,SPURS,Y79G54,0,0.6817
LLOVL8LOZ4,12 A 23,ACTIVO,125112.67,GOLD,VIKING ARMOUR,JSF89A,2,0.0347
L00V90LV,48 A 60,ACTIVO,338667.055,TYP2,VIKING ARMOUR,B92375,4,0.0964
LL0LVLZLO,48 A 60,ACTIVO,241596.88,GOLD,VIKING ARMOUR,B92375,4,0.2833
L94Z04,07 A 11,ACTIVO,150998.05,#N/D,SOIL,Y79G54,N,0.4928
LVLVFA80Z,12 A 23,ACTIVO,327881.48,BITCOIN,VIKING ARMOUR,Y79G54,4,0.7668
LVFA8LV04,12 A 23,ACTIVO,310624.56,BITCOIN,VIKING ARMOUR,Y79G54,4,0.6156
L0VV0440,48 A 60,ACTIVO,250225.34,ETHER,VIKING ARMOUR,B92375,4,0.7584
L00FA804V,60 Y MAS,ACTIVO,198454.58,BITCOIN,SPURS,Y79G54,4,0.4579
L840LL90,07 A 11,ACTIVO,99227.29,GOLD,DRAGONS,B92375,2,0.1205
FA0FA98LO08,00 A 06,activo,297681.87,0,VIKING ARMOUR,Y79G54,N,0.3417
LZLOLLO4FA0,24 A 47,ACTIVO,189826.12,0,SPURS,Y79G54,3,0.6794
L4ZLOVLOLFA,24 A 47,ACTIVO,159626.51,0,SOIL,Y79G54,1,0.8607
L009FA0VLO,48 A 60,ACTIVO,452994.15,BITCOIN,VIKING ARMOUR,Y79G54,3,0.8697
LVLVVV09,12 A 23,ACTIVO,250225.34,BITCOIN,VIKING ARMOUR,B92375,2,0.123
8FAFA9V9Z,60 Y MAS,ACTIVO,547475.787,GOLD,VIKING ARMOUR,Y79G54,4,0.777
V00LOFAL8Z,60 Y MAS,ACTIVO,135898.245,0,DRAGONS,90LD2,2,0.7245
LV80LZV4,12 A 23,ACTIVO,150998.05,GOLD,SPURS,JSF89A,1,0.7657
V0V0LZ98,48 A 60,ACTIVO,375338.01,BITCOIN,VIKING ARMOUR,Y79G54,4,0.6265
L9ZMV4L4,00 A 06,ACTIVO,150998.05,BITCOIN,SOIL,Y79G54,N,0.4128
LVLO4V880,12 A 23,ACTIVO,189826.12,0,SPURS,Y79G54,2,0.3818
L80LOV0FA4,07 A 11,ACTIVO,211397.27,#N/D,SPURS,Y79G54,2,0.0627
LLOFALOZVZM,12 A 23,ACTIVO,450405.612,0,VIKING ARMOUR,Y79G54,3,0.9081
L8LOZ08LOL,07 A 11,ACTIVO,120798.44,#N/D,SPURS,Y79G54,2,0.9908
L4L0FAFA0L,24 A 47,ACTIVO,189826.12,0,SPURS,Y79G54,3,0.4429
L804LLO8Z,07 A 11,ACTIVO,336078.517,BITCOIN,DRAGONS,Y79G54,2,0.0403
L9ZZLV4L,00 A 06,activo,,#N/D,VIKING ARMOUR,B92375,#N/D,0.5956
LO8LL0ZZ,60 Y MAS,ACTIVO,358081.09,BITCOIN,VIKING ARMOUR,Y79G54,4,0.7137
LZVLFA9L8,24 A 47,ACTIVO,314938.79,BITCOIN,VIKING ARMOUR,Y79G54,4,0.7398
900LO0LO4Z,12 A 23,ACTIVO,506059.179,ETHER,VIKING ARMOUR,Y79G54,2,0.9139
V000FAFA00,60 Y MAS,ACTIVO,310624.56,GOLD,VIKING ARMOUR,Y79G54,4,0.9559
L8FALO90LO0,07 A 11,ACTIVO,181197.66,#N/D,SPURS,Y79G54,1,0.9005
VFAFA0980,60 Y MAS,ACTIVO,562575.592,BITCOIN,VIKING ARMOUR,Y79G54,6,0.6944
LO88VV,60 Y MAS,ACTIVO,159626.51,ETHER,SOIL,Y79G54,2,0.5207
L488V80FA,24 A 47,ACTIVO,254539.57,USD,SPURS,Y79G54,4,0.541
L8884ZL0,00 A 06,ACTIVO,150998.05,BITCOIN,SOIL,Y79G54,N,0.258
Z080LOVFALO,60 Y MAS,ACTIVO,301996.1,BITCOIN,NAVAL,B92375,4,0.8717
LFALZ988V,24 A 47,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.7543
LO0ZMFA00LO,48 A 60,ACTIVO,224339.96,0,VIKING ARMOUR,JSF89A,4,0.0969
8LO0LO0,60 Y MAS,ACTIVO,358081.09,BITCOIN,VIKING ARMOUR,Y79G54,4,0.1414
LLO4VV0L4,24 A 47,activo,286896.295,0,VIKING ARMOUR,B92375,1,0.4592
L0044FAZ9,48 A 60,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.3627
80L48400,60 Y MAS,ACTIVO,215280.077,0,DRAGONS,90LD2,2,0.8632
L80LO0L,07 A 11,ACTIVO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.4556
L4LO9L800,24 A 47,ACTIVO,150998.05,GOLD,SOIL,Y79G54,2,0.0335
ZZ009VV0,60 Y MAS,ACTIVO,251519.609,BITCOIN,DRAGONS,90LD2,2,0.9565
LVL9LLOL0,12 A 23,ACTIVO,189826.12,0,SPURS,Y79G54,1,0.719
V00LLOZZLO,60 Y MAS,ACTIVO,250225.34,USD,VIKING ARMOUR,B92375,4,0.6536
V08Z0Z0L,48 A 60,ACTIVO,204925.925,BITCOIN,VIKING ARMOUR,JSF89A,4,0.5722
LLVFA808FA,24 A 47,ACTIVO,310624.56,TYP2,VIKING ARMOUR,Y79G54,4,0.8258
L40V9809,24 A 47,ACTIVO,125112.67,BITCOIN,VIKING ARMOUR,JSF89A,2,0.578
L4ZZ90FAFA,24 A 47,ACTIVO,207083.04,0,SPURS,Y79G54,4,0.3481
ZZLLOLLOZ0,60 Y MAS,ACTIVO,,0,SOIL,90LD2,1,0.363
LLO84FA00Z,12 A 23,ACTIVO,286896.295,GOLD,SPURS,Y79G54,2,0.9001
FA0LZLOLFA0,00 A 06,ACTIVO,159626.51,0,SOIL,Y79G54,N,0.1284
LLLO0ZFAL0,48 A 60,ACTIVO,690276.8,BITCOIN,VIKING ARMOUR,Y79G54,6,0.5349
848LLOLZ,60 Y MAS,ACTIVO,323567.25,GOLD,VIKING ARMOUR,Y79G54,4,0.4044
L0ZFA0FA8Z,48 A 60,ACTIVO,551358.594,0,VIKING ARMOUR,Y79G54,6,0.3806
LV0ZMVLOV,12 A 23,ACTIVO,371023.78,GOLD,VIKING ARMOUR,Y79G54,4,0.5086
V889LOFAFA,60 Y MAS,ACTIVO,390437.815,TYP2,VIKING ARMOUR,Y79G54,6,0.9186
LLOVV40,12 A 23,ACTIVO,207083.04,0,SPURS,Y79G54,1,0.8749
L084LO809,48 A 60,ACTIVO,607012.161,0,VIKING ARMOUR,Y79G54,3,0.5713
LZLVL0LOZ,24 A 47,ACTIVO,289053.41,GOLD,VIKING ARMOUR,Y79G54,4,0.8899
V940VLO4,60 Y MAS,ACTIVO,448679.92,BITCOIN,VIKING ARMOUR,Y79G54,4,0.6251
LZ804LOFAFA,24 A 47,ACTIVO,310624.56,0,VIKING ARMOUR,Y79G54,4,0.6831
ZZFA0ZLO80,60 Y MAS,ACTIVO,92324.522,BITCOIN,DRAGONS,90LD2,2,0.4395
LFA844FA00,24 A 47,ACTIVO,196297.465,ETHER,SOIL,Y79G54,1,0.5067
L909Z0,07 A 11,ACTIVO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.7807
L88LL4Z9,07 A 11,ACTIVO,237282.65,BITCOIN,VIKING ARMOUR,B92375,N,0.4408
L80498LL,12 A 23,ACTIVO,120798.44,GOLD,SPURS,Y79G54,2,0.888
L0FA0LOZV0,48 A 60,ACTIVO,228654.19,ETHER,NAVAL,B92375,2,0.9252
Z0LO0VFAZ9,60 Y MAS,ACTIVO,366709.55,BITCOIN,VIKING ARMOUR,Y79G54,4,0.6252
FA0ZZ84FAL,00 A 06,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.2913
LFALLLO0FA0,24 A 47,ACTIVO,133741.13,BITCOIN,DRAGONS,B92375,2,0.9609
800480VLO,60 Y MAS,ACTIVO,357649.667,0,DRAGONS,Y79G54,2,0.9837
V0084V9L,60 Y MAS,ACTIVO,95344.483,0,DRAGONS,90LD2,2,0.1076
LLO949LO94,12 A 23,ACTIVO,250225.34,0,VIKING ARMOUR,B92375,2,0.5517
LZZ4ZFAZM,24 A 47,ACTIVO,189826.12,GOLD,SPURS,Y79G54,4,0.7942
FA0LO0LFA0FA,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.7889
FA00FAZLO90,00 A 06,activo,,#N/D,VIKING ARMOUR,JSF89A,#N/D,0.3003
FA0VV0LOZL,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,Y79G54,#N/D,0.7353
LL0840ZZ,48 A 60,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.6111
LLOV4FAL4LO,12 A 23,ACTIVO,159626.51,0,SOIL,Y79G54,0,0.3367
L9V40904,00 A 06,ACTIVO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.2161
LOVFAFA04,60 Y MAS,ACTIVO,104835.789,BITCOIN,DRAGONS,90LD2,2,0.7287
L89090V8,07 A 11,ACTIVO,150998.05,ETHER,SOIL,Y79G54,N,0.872
L0LOLZZFAL,48 A 60,ACTIVO,159626.51,BITCOIN,SOIL,Y79G54,2,0.8454
LZZZZLOL0,24 A 47,ACTIVO,286896.295,BITCOIN,VIKING ARMOUR,B92375,4,0.9103
L9409V9L,07 A 11,ACTIVO,187669.005,ETHER,SOIL,Y79G54,N,0.608
V0094LO9FA,24 A 47,ACTIVO,126838.362,0,DRAGONS,90LD2,2,0.1096
Z0Z00L00,60 Y MAS,ACTIVO,349452.63,ETHER,#N/D,#N/D,4,0.7351
ZZVFA09ZL,60 Y MAS,ACTIVO,198454.58,0,SPURS,Y79G54,4,0.6864
LLL80ZFAZ,24 A 47,ACTIVO,347295.515,TYP2,VIKING ARMOUR,B92375,4,0.193
LO0Z0FAL4V,60 Y MAS,ACTIVO,102678.674,BITCOIN,NAVAL,90LD2,2,0.1241
L090404L,48 A 60,ACTIVO,394752.045,TYP2,VIKING ARMOUR,Y79G54,6,0.8944
Z0Z4V4,60 Y MAS,ACTIVO,153155.165,GOLD,DRAGONS,90LD2,2,0.239
Z09FA4LO00,60 Y MAS,ACTIVO,241596.88,GOLD,DRAGONS,Y79G54,2,0.9453
LL409ZM4,48 A 60,ACTIVO,267482.26,0,VIKING ARMOUR,B92375,4,0.471
LV9LO0V,07 A 11,ACTIVO,310624.56,#N/D,VIKING ARMOUR,Y79G54,2,0.3966
LVLO9ZL48,12 A 23,ACTIVO,155312.28,0,DRAGONS,Y79G54,2,0.199
V0ZLV4V0,60 Y MAS,ACTIVO,265325.145,0,NAVAL,B92375,4,0.349
L0FALOZVFAFA,48 A 60,ACTIVO,159626.51,GOLD,SOIL,Y79G54,2,0.244
L9V0FAFAZV,00 A 06,ACTIVO,224339.96,BITCOIN,SPURS,Y79G54,N,0.1787
LZ404900,24 A 47,ACTIVO,399497.698,0,VIKING ARMOUR,Y79G54,6,0.0022
V0ZZ8LL0,60 Y MAS,ACTIVO,586735.28,GOLD,VIKING ARMOUR,Y79G54,4,0.1004
ZZZFAL880,60 Y MAS,ACTIVO,260148.069,#N/D,VIKING ARMOUR,JSF89A,4,0.5808
L9FALOLLOLFA,00 A 06,ACTIVO,150998.05,#N/D,SOIL,Y79G54,N,0.9462
L9VV88FAL,00 A 06,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,N,0.1245
FA00ZFA80LO,00 A 06,activo,,#N/D,SOIL,Y79G54,#N/D,0.4916
ZZ08FAFAFAL,60 Y MAS,ACTIVO,113895.672,GOLD,DRAGONS,90LD2,2,0.1775
LFA00VFALO8,24 A 47,ACTIVO,250225.34,GOLD,VIKING ARMOUR,B92375,4,0.6552
L90FA088L,07 A 11,ACTIVO,273953.605,BITCOIN,VIKING ARMOUR,B92375,N,0.166
LFAZ4LOL4V,24 A 47,ACTIVO,310624.56,BITCOIN,VIKING ARMOUR,B92375,3,0.1077
LLO00909V,12 A 23,ACTIVO,211397.27,GOLD,VIKING ARMOUR,Y79G54,2,0.2386
L400Z080,24 A 47,ACTIVO,314938.79,0,VIKING ARMOUR,Y79G54,4,0.8896
894LL8L,60 Y MAS,ACTIVO,286896.295,BITCOIN,VIKING ARMOUR,B92375,4,0.2008
L989LO9FA9,00 A 06,ACTIVO,176883.43,BITCOIN,VIKING ARMOUR,B92375,N,0.8616
FA0ZZ90ZFA,00 A 06,activo,,#N/D,SOIL,Y79G54,#N/D,0.1747
LLFAV9480,48 A 60,ACTIVO,159626.51,BITCOIN,SOIL,Y79G54,2,0.1906
LZ4LO9008,24 A 47,ACTIVO,207083.04,ETHER,SPURS,Y79G54,4,0.4497
LZ9489ZFA,24 A 47,ACTIVO,159626.51,ETHER,SOIL,Y79G54,2,0.98
ZZLZ0V80,60 Y MAS,ACTIVO,97070.175,BITCOIN,SOIL,90LD2,2,0.5592
LLOV048FA9,12 A 23,ACTIVO,198454.58,GOLD,DRAGONS,Y79G54,2,0.1192
900LLVLO9,12 A 23,ACTIVO,,#N/D,SPURS,90LD2,#N/D,0.9648
ZFAZ49LV,60 Y MAS,ACTIVO,159626.51,BITCOIN,SOIL,Y79G54,2,0.5683
LO04Z0LFA4,60 Y MAS,ACTIVO,295524.755,BITCOIN,NAVAL,B92375,4,0.6413
LFAFA9FA0VL,24 A 47,ACTIVO,159626.51,0,SOIL,Y79G54,1,0.4142
Z089L090,60 Y MAS,ACTIVO,418480.31,BITCOIN,VIKING ARMOUR,Y79G54,6,0.4816
FA00V000V,00 A 06,ACTIVO,232968.42,#N/D,SPURS,Y79G54,N,0.2824
9Z4LLO4L,60 Y MAS,ACTIVO,327881.48,0,VIKING ARMOUR,Y79G54,3,0.0796
ZZ0ZV044,60 Y MAS,ACTIVO,101815.828,0,SOIL,90LD2,2,0.9452
L40FA8ZFA0,24 A 47,ACTIVO,207083.04,BITCOIN,SPURS,Y79G54,2,0.3911
FA0Z49Z0L,00 A 06,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.3068
8004Z9LZ,60 Y MAS,ACTIVO,135035.399,USD,SOIL,90LD2,2,0.2974
L9LO00LOZ,60 Y MAS,ACTIVO,476722.415,#N/D,VIKING ARMOUR,Y79G54,6,0.4961
L9LO0V009,07 A 11,ACTIVO,120798.44,#N/D,SPURS,Y79G54,N,0.9721
LLZLO0V48,24 A 47,ACTIVO,310624.56,ETHER,VIKING ARMOUR,Y79G54,4,0.1945
LO0L9ZFA09,60 Y MAS,ACTIVO,323567.25,GOLD,VIKING ARMOUR,B92375,4,0.6086
FA00L4FAV0,00 A 06,ACTIVO,189826.12,#N/D,SPURS,Y79G54,N,0.2517
L8VFAV4,00 A 06,ACTIVO,194140.35,BITCOIN,VIKING ARMOUR,B92375,N,0.1085
L0LOLZM9L,48 A 60,ACTIVO,176883.43,0,DRAGONS,B92375,2,0.9645
ZZZ9VFAZ8,60 Y MAS,ACTIVO,207083.04,0,SPURS,Y79G54,3,0.7977
L94Z08LO4,00 A 06,ACTIVO,181197.66,0,SPURS,Y79G54,N,0.6662
LZL009L8,24 A 47,ACTIVO,278267.835,0,VIKING ARMOUR,B92375,4,0.3702
LZ0LO84ZFA,24 A 47,ACTIVO,140212.475,TYP2,VIKING ARMOUR,B92375,2,0.4298
L9FALO00LO0,07 A 11,ACTIVO,181197.66,#N/D,SPURS,Y79G54,N,0.255
ZVLOFAL9VZ,24 A 47,ACTIVO,125112.67,GOLD,DRAGONS,90LD2,2,0.6352
LLO0V049V,12 A 23,ACTIVO,401223.39,USD,VIKING ARMOUR,Y79G54,4,0.4906
L90L04ZV,00 A 06,ACTIVO,237282.65,#N/D,VIKING ARMOUR,B92375,N,0.3642
FA0ZL48LFA,00 A 06,ACTIVO,,#N/D,SPURS,JSF89A,#N/D,0.6133
LVVVZMZZ,12 A 23,ACTIVO,198454.58,0,SPURS,Y79G54,2,0.7582
V0LOL0FA0L,60 Y MAS,ACTIVO,353766.86,BITCOIN,VIKING ARMOUR,Y79G54,4,0.8105
FA0LZ0FA8LO,00 A 06,ACTIVO,168254.97,0,SPURS,Y79G54,N,0.3698
L9LO988FA0,00 A 06,ACTIVO,273953.605,#N/D,VIKING ARMOUR,B92375,N,0.1063
FA0FAFAL040,00 A 06,ACTIVO,202768.81,0,SOIL,Y79G54,N,0.2685
V0LL0L98,24 A 47,ACTIVO,99227.29,0,DRAGONS,90LD2,2,0.2978
9Z0LO,60 Y MAS,ACTIVO,232968.42,BITCOIN,SPURS,Y79G54,4,0.0161
L08LFA0LO8,48 A 60,ACTIVO,207083.04,GOLD,SPURS,Y79G54,4,0.7614
LZZLO0ZM4,24 A 47,ACTIVO,478879.53,GOLD,VIKING ARMOUR,Y79G54,4,0.8846
LV9V00LLO,07 A 11,ACTIVO,198454.58,BITCOIN,VIKING ARMOUR,B92375,1,0.4787
LFA0LL4LOZ,24 A 47,ACTIVO,250225.34,TYP2,VIKING ARMOUR,B92375,2,0.084
L4984FA04,24 A 47,ACTIVO,159626.51,0,SOIL,Y79G54,2,0.493
L49LOZ8V0,24 A 47,ACTIVO,351609.745,0,VIKING ARMOUR,Y79G54,4,0.6288
L0VV0FALO9,48 A 60,ACTIVO,,#N/D,VIKING ARMOUR,B92375,#N/D,0.9417
L940VLO08,00 A 06,ACTIVO,345138.4,ETHER,SPURS,Y79G54,N,0.2471
L404008LO,24 A 47,ACTIVO,226497.075,0,SPURS,Y79G54,0,0.007
LV8L0LO00,12 A 23,ACTIVO,245911.11,BITCOIN,SPURS,Y79G54,2,0.4277
FA0LL8FA84,00 A 06,activo,,#N/D,SOIL,Y79G54,#N/D,0.1969
ZZ4LFALO0FA,60 Y MAS,ACTIVO,340824.17,BITCOIN,VIKING ARMOUR,Y79G54,6,0.7127
ZLOFAZ809LO,60 Y MAS,ACTIVO,120798.44,ETHER,SPURS,Y79G54,2,0.096
LZZV084V,24 A 47,ACTIVO,485350.875,#N/D,VIKING ARMOUR,B92375,6,0.2445
9LOZ0490,60 Y MAS,ACTIVO,196297.465,GOLD,SOIL,Y79G54,2,0.0542
900L9LO8V,60 Y MAS,ACTIVO,279562.104,0,SPURS,90LD2,2,0.1712
Z0ZML9FAL,60 Y MAS,ACTIVO,256265.262,GOLD,DRAGONS,90LD2,4,0.8145
LO0FA0VFAL8,60 Y MAS,ACTIVO,189826.12,BITCOIN,SPURS,Y79G54,2,0.2245
FA08FALZ9LO,00 A 06,ACTIVO,,#N/D,SPURS,Y79G54,#N/D,0.136
L98ZFALZ4,00 A 06,ACTIVO,172569.2,#N/D,VIKING ARMOUR,JSF89A,N,0.22
Z0ZZL0FA9,60 Y MAS,ACTIVO,250225.34,BITCOIN,VIKING ARMOUR,B92375,4,0.5095
LFA8LOZ0FAL,24 A 47,ACTIVO,351609.745,ETHER,VIKING ARMOUR,Y79G54,6,0.1926
VLOL8L90,60 Y MAS,ACTIVO,91461.676,BITCOIN,DRAGONS,90LD2,2,0.2385
800FA000FA,60 Y MAS,ACTIVO,86284.6,0,SPURS,90LD2,4,0.8273
L0Z9LLO8LO,48 A 60,ACTIVO,237282.65,GOLD,VIKING ARMOUR,B92375,2,0.2764
LFA9FA040V,24 A 47,ACTIVO,202768.81,0,NAVAL,B92375,2,0.3252
800Z04LO0,60 Y MAS,ACTIVO,346864.092,0,VIKING ARMOUR,90LD2,6,0.3093
Z0VL8ZLZ,60 Y MAS,ACTIVO,386986.431,GOLD,VIKING ARMOUR,90LD2,6,0.0244
LO0L800FA0,60 Y MAS,ACTIVO,371023.78,BITCOIN,VIKING ARMOUR,Y79G54,3,0.4482
L0FA9848FA,60 Y MAS,ACTIVO,241596.88,BITCOIN,SPURS,Y79G54,6,0.9505
LZ4LLZ94,24 A 47,ACTIVO,349452.63,0,SPURS,Y79G54,3,0.2597
L09ZML,48 A 60,ACTIVO,226497.075,GOLD,DRAGONS,Y79G54,2,0.1928
LVLOZ8FA4L,12 A 23,ACTIVO,159626.51,0,SOIL,Y79G54,2,0.697
L4ZZ0VLO0,24 A 47,ACTIVO,422794.54,ETHER,VIKING ARMOUR,Y79G54,4,0.3515
L89FA0LLO0,00 A 06,ACTIVO,120798.44,GOLD,SPURS,Y79G54,N,0.5356
LO0Z04Z9FA,24 A 47,ACTIVO,102678.674,0,NAVAL,90LD2,2,0.2538
LLZZVL09,48 A 60,ACTIVO,196297.465,0,SOIL,Y79G54,2,0.274
L89ZVLV8,07 A 11,ACTIVO,187669.005,#N/D,SOIL,Y79G54,N,0.4883
90L80989,48 A 60,activo,,#N/D,SPURS,90LD2,#N/D,0.0571
L9VFAZ8FAZ,00 A 06,ACTIVO,237282.65,TYP2,VIKING ARMOUR,B92375,N,0.0989
L8LLOV0VZ,07 A 11,ACTIVO,150998.05,#N/D,SOIL,Y79G54,2,0.0278
8ZL8Z9V,60 Y MAS,ACTIVO,323567.25,TYP2,VIKING ARMOUR,B92375,4,0.2669
L9LOV49Z9,00 A 06,ACTIVO,245479.687,0,VIKING ARMOUR,JSF89A,N,0.4361
8LO9FA888,60 Y MAS,ACTIVO,470251.07,BITCOIN,VIKING ARMOUR,Y79G54,4,0.1897
9VFA80ZV,60 Y MAS,ACTIVO,388280.7,0,VIKING ARMOUR,Y79G54,6,0.3772
